Pokedex Number,Pokemon,Link,HP,Attack,Defense,Speed,Special Attack,Special Defense,Stat Total,Variation,Variation Type,Category,Type 1,Type 2,Height (m),Weight (kg),Generation,Evolution Stage,Evolves,Attack/Defense,Special Attack/Special Defense,Attack/Special Attack,Defense/Special Defense,Speed/Defense,Speed/Attack,HP/Defense,HP/Special Defense,Legendary,BMI,Dual Type,Type Count,Stat Highest,Stat Lowest,Stat Std Dev,Offensive Total,Defensive Total,Offensive/Defensive,Physical/Special,Stat Tier,Speed Tier,Is Variation,Role,HP_pct,Attack_pct,Defense_pct,Speed_pct,Special_Attack_pct,Special_Defense_pct,HP_zscore,Attack_zscore,Defense_zscore,Speed_zscore,Special_Attack_zscore,Special_Defense_zscore
8,Wartortle,https://bulbapedia.bulbagarden.net/wiki/Wartortle_(Pok%C3%A9mon),59,63,80,58,65,80,405,,,Turtle Pokémon,Water,,1.0,22.5,1,2,True,0.7875,0.8125,0.9692307692307692,1.0,0.725,0.9206349206349206,0.7375,0.7375,False,22.5,False,1,Defense,Speed,10.014988766843425,186,219,0.8493150684931506,0.9862068965517241,Mid,Medium,False,Balanced,0.145679012345679,0.15555555555555556,0.19753086419753085,0.14320987654320988,0.16049382716049382,0.19753086419753085,-0.4622256657558004,-0.5893848962244289,0.12772659634985525,-0.4075525268717327,-0.28271661103578266,0.23031759294900972
9,Blastoise,https://bulbapedia.bulbagarden.net/wiki/Blastoise_(Pok%C3%A9mon),79,83,100,78,85,105,530,,,Shellfish Pokémon,Water,,1.6,85.5,1,3,False,0.83,0.8095238095238095,0.9764705882352941,0.9523809523809523,0.78,0.9397590361445783,0.79,0.7523809523809524,False,33.39843749999999,False,1,Special Defense,Speed,11.378341999899048,246,284,0.8661971830985915,0.9631578947368421,High,Medium,False,Balanced,0.1490566037735849,0.15660377358490565,0.18867924528301888,0.1471698113207547,0.16037735849056603,0.19811320754716982,0.2744866985160846,0.02156437517658323,0.7693566314719604,0.2467639525271629,0.30541038209484395,1.1185411421978528
9,Blastoise,https://bulbapedia.bulbagarden.net/wiki/Blastoise_(Pok%C3%A9mon),79,103,120,78,135,115,630,Mega Blastoise,Mega,Shellfish Pokémon,Water,,1.6,101.1,1,3,False,0.8583333333333333,1.173913043478261,0.762962962962963,1.0434782608695652,0.65,0.7572815533980582,0.6583333333333333,0.6869565217391305,False,39.49218749999999,False,1,Special Attack,Speed,22.952124084711635,316,314,1.0063694267515924,0.892,Very High,Medium,True,Balanced,0.1253968253968254,0.1634920634920635,0.19047619047619047,0.12380952380952381,0.21428571428571427,0.18253968253968253,0.2744866985160846,0.6325136465775953,1.4109866665940656,0.2467639525271629,1.7757278649214103,1.47383056189739
10,Caterpie,https://bulbapedia.bulbagarden.net/wiki/Caterpie_(Pok%C3%A9mon),45,30,35,45,20,20,195,,,Worm Pokémon,Bug,,0.3,2.9,1,1,True,0.8571428571428571,1.0,1.5,1.75,1.2857142857142858,1.5,1.2857142857142858,2.25,False,32.22222222222222,False,1,HP,Special Attack,11.291589790636214,95,100,0.95,1.625,Low,Slow,False,Balanced,0.23076923076923078,0.15384615384615385,0.1794871794871795,0.23076923076923078,0.10256410256410256,0.10256410256410256,-0.9779243207461199,-1.597451194036099,-1.3159409826748814,-0.8328582384810148,-1.6060023455796926,-1.9014189252482134
11,Metapod,https://bulbapedia.bulbagarden.net/wiki/Metapod_(Pok%C3%A9mon),50,20,55,30,25,25,205,,,Cocoon Pokémon,Bug,,0.7,9.9,1,2,True,0.36363636363636365,1.0,0.8,2.2,0.5454545454545454,1.5,0.9090909090909091,2.0,False,20.204081632653065,False,1,Defense,Attack,14.634434279010128,75,130,0.5769230769230769,1.5,Low,Slow,False,Balanced,0.24390243902439024,0.0975609756097561,0.2682926829268293,0.14634146341463414,0.12195121951219512,0.12195121951219512,-0.7937462296781487,-1.902925829736605,-0.6743109475527762,-1.3235955980301866,-1.458970597297036,-1.723774215398445
12,Butterfree,https://bulbapedia.bulbagarden.net/wiki/Butterfree_(Pok%C3%A9mon),60,45,50,70,90,80,395,,,Butterfly Pokémon,Bug,Flying,1.1,32.0,1,3,False,0.9,1.125,0.5,0.625,1.4,1.5555555555555556,1.2,0.75,False,26.446280991735534,True,2,Special Attack,Attack,17.440374613713622,205,190,1.0789473684210527,0.5588235294117647,Mid,Medium,False,Tank,0.1518987341772152,0.11392405063291139,0.12658227848101267,0.17721518987341772,0.22784810126582278,0.20253164556962025,-0.42539004754220616,-1.1392392404853398,-0.8347184563333024,-0.014962639232395344,0.4524421303775006,0.23031759294900972
13,Weedle,https://bulbapedia.bulbagarden.net/wiki/Weedle_(Pok%C3%A9mon),40,35,30,50,20,20,195,,,Hairy Bug Pokémon,Bug,Poison,0.3,3.2,1,1,True,1.1666666666666667,1.0,1.75,1.5,1.6666666666666667,1.4285714285714286,1.3333333333333333,2.0,False,35.55555555555556,True,2,Speed,Special Attack,11.726039399558575,105,90,1.1666666666666667,1.625,Low,Medium,False,Balanced,0.20512820512820512,0.1794871794871795,0.15384615384615385,0.2564102564102564,0.10256410256410256,0.10256410256410256,-1.162102411814091,-1.444713876185846,-1.4763484914554077,-0.669279118631291,-1.6060023455796926,-1.9014189252482134
14,Kakuna,https://bulbapedia.bulbagarden.net/wiki/Kakuna_(Pok%C3%A9mon),45,25,50,35,25,25,205,,,Cocoon Pokémon,Bug,Poison,0.6,10.0,1,2,True,0.5,1.0,1.0,2.0,0.7,1.4,0.9,1.8,False,27.77777777777778,True,2,Defense,Attack,11.143009766964518,85,120,0.7083333333333334,1.5,Low,Slow,False,Balanced,0.21951219512195122,0.12195121951219512,0.24390243902439024,0.17073170731707318,0.12195121951219512,0.12195121951219512,-0.9779243207461199,-1.750188511886352,-0.8347184563333024,-1.1600164781804627,-1.458970597297036,-1.723774215398445
15,Beedrill,https://bulbapedia.bulbagarden.net/wiki/Beedrill_(Pok%C3%A9mon),65,90,40,75,45,80,395,,,Poison Bee Pokémon,Bug,Poison,1.0,29.5,1,3,False,2.25,0.5625,2.0,0.5,1.875,0.8333333333333334,1.625,0.8125,False,29.5,True,2,Attack,Defense,19.853631070075487,210,185,1.135135135135135,1.04,Mid,Medium,False,Balanced,0.16455696202531644,0.22784810126582278,0.10126582278481013,0.189873417721519,0.11392405063291139,0.20253164556962025,-0.2412119564742349,0.2353966201669375,-1.155533473894355,0.14861648061732854,-0.8708436041664093,0.23031759294900972
15,Beedrill,https://bulbapedia.bulbagarden.net/wiki/Beedrill_(Pok%C3%A9mon),65,150,40,145,15,80,495,Mega Beedrill,Mega,Poison Bee Pokémon,Bug,Poison,1.4,40.5,1,3,False,3.75,0.1875,10.0,0.5,3.625,0.9666666666666667,1.625,0.8125,False,20.66326530612245,True,2,Attack,Special Attack,55.02272257894914,310,185,1.6756756756756757,2.0,High,Fast,True,Physical Sweeper,0.13131313131313133,0.30303030303030304,0.08080808080808081,0.29292929292929293,0.030303030303030304,0.16161616161616163,-0.2412119564742349,2.0682444343699737,-1.155533473894355,2.4387241585134634,-1.7530340938623492,0.23031759294900972
16,Pidgey,https://bulbapedia.bulbagarden.net/wiki/Pidgey_(Pok%C3%A9mon),40,45,40,56,35,35,251,,,Tiny Bird Pokémon,Normal,Flying,0.3,1.8,1,1,True,1.125,1.0,1.2857142857142858,1.1428571428571428,1.4,1.2444444444444445,1.0,1.1428571428571428,False,20.0,True,2,Speed,Special Attack,7.884584115009914,136,115,1.182608695652174,1.2142857142857142,Low,Medium,False,Balanced,0.1593625498007968,0.17928286852589642,0.1593625498007968,0.22310756972111553,0.1394422310756972,0.1394422310756972,-1.162102411814091,-1.1392392404853398,-1.155533473894355,-0.47298417481162225,-1.1649071007317224,-1.3684847956989077
17,Pidgeotto,https://bulbapedia.bulbagarden.net/wiki/Pidgeotto_(Pok%C3%A9mon),63,60,55,71,50,50,349,,,Bird Pokémon,Normal,Flying,1.1,30.0,1,2,True,1.0909090909090908,1.0,1.2,1.1,1.290909090909091,1.1833333333333333,1.1454545454545455,1.26,False,24.793388429752063,True,2,Speed,Special Attack,8.183316361150085,181,168,1.0773809523809523,1.15,Mid,Medium,False,Balanced,0.18051575931232092,0.17191977077363896,0.15759312320916904,0.2034383954154728,0.14326647564469913,0.14326647564469913,-0.3148831929014234,-0.6810272869345807,-0.6743109475527762,0.017753184737549436,-0.7238118558837526,-0.8355506661496019
18,Pidgeot,https://bulbapedia.bulbagarden.net/wiki/Pidgeot_(Pok%C3%A9mon),83,80,75,101,70,70,479,,,Bird Pokémon,Normal,Flying,1.5,39.5,1,3,False,1.0666666666666667,1.0,1.1428571428571428,1.0714285714285714,1.3466666666666667,1.2625,1.1066666666666667,1.1857142857142857,False,17.555555555555557,True,2,Speed,Special Attack,11.617515511789371,251,228,1.1008771929824561,1.1071428571428572,High,Fast,False,Balanced,0.1732776617954071,0.16701461377870563,0.15657620041753653,0.21085594989561587,0.14613778705636743,0.14613778705636743,0.42182917137046155,-0.07007801553356859,-0.032680912430671026,0.9992279038358929,-0.135684862753126,-0.12497182675052748
18,Pidgeot,https://bulbapedia.bulbagarden.net/wiki/Pidgeot_(Pok%C3%A9mon),83,80,80,121,135,80,579,Mega Pidgeot,Mega,Bird Pokémon,Normal,Flying,2.2,50.5,1,3,False,1.0,1.6875,0.5925925925925926,1.0,1.5125,1.5125,1.0375,1.0375,False,10.43388429752066,True,2,Special Attack,Attack,24.825390228554312,336,243,1.382716049382716,0.7441860465116279,High,Fast,True,Special Sweeper,0.14335060449050085,0.1381692573402418,0.1381692573402418,0.20898100172711573,0.23316062176165803,0.1381692573402418,0.42182917137046155,-0.07007801553356859,0.12772659634985525,1.6535443832347885,1.7757278649214103,0.23031759294900972
19,Rattata,https://bulbapedia.bulbagarden.net/wiki/Rattata_(Pok%C3%A9mon),30,56,35,72,25,35,253,,,Mouse Pokémon,Normal,,0.3,3.5,1,1,True,1.6,0.7142857142857143,2.24,1.0,2.057142857142857,1.2857142857142858,0.8571428571428571,0.8571428571428571,False,38.88888888888889,False,1,Speed,Special Attack,18.03792301421277,153,100,1.53,1.5166666666666666,Low,Medium,False,Balanced,0.11857707509881422,0.22134387351778656,0.1383399209486166,0.2845849802371542,0.09881422924901186,0.1383399209486166,-1.5304585939500337,-0.8032171412147832,-1.3159409826748814,0.05046900870749422,-1.458970597297036,-1.3684847956989077
19,Rattata,https://bulbapedia.bulbagarden.net/wiki/Rattata_(Pok%C3%A9mon),30,56,35,72,25,35,253,Alolan Rattata,Regional,Mouse Pokémon,Dark,Normal,0.3,3.8,1,1,True,1.6,0.7142857142857143,2.24,1.0,2.057142857142857,1.2857142857142858,0.8571428571428571,0.8571428571428571,False,42.22222222222222,True,2,Speed,Special Attack,18.03792301421277,153,100,1.53,1.5166666666666666,Low,Medium,True,Balanced,0.11857707509881422,0.22134387351778656,0.1383399209486166,0.2845849802371542,0.09881422924901186,0.1383399209486166,-1.5304585939500337,-0.8032171412147832,-1.3159409826748814,0.05046900870749422,-1.458970597297036,-1.3684847956989077
20,Raticate,https://bulbapedia.bulbagarden.net/wiki/Raticate_(Pok%C3%A9mon),55,81,60,97,50,70,413,,,Mouse Pokémon,Normal,,0.7,18.5,1,2,False,1.35,0.7142857142857143,1.62,0.8571428571428571,1.6166666666666667,1.1975308641975309,0.9166666666666666,0.7857142857142857,False,37.75510204081633,False,1,Speed,Special Attack,17.702165592567106,228,185,1.2324324324324325,1.175,Mid,Medium,False,Balanced,0.13317191283292978,0.19612590799031476,0.14527845036319612,0.23486682808716708,0.12106537530266344,0.1694915254237288,-0.6095681386101773,-0.039530551963517985,-0.5139034387722499,0.8683646079561137,-0.7238118558837526,-0.12497182675052748
20,Raticate,https://bulbapedia.bulbagarden.net/wiki/Raticate_(Pok%C3%A9mon),75,71,70,77,40,80,413,Alolan Raticate,Regional,Mouse Pokémon,Dark,Normal,0.7,22.5,1,2,False,1.0142857142857142,0.5,1.775,0.875,1.1,1.0845070422535212,1.0714285714285714,0.9375,False,45.91836734693878,True,2,Special Defense,Special Attack,14.607075910895604,188,225,0.8355555555555556,1.175,Mid,Medium,True,Balanced,0.18159806295399517,0.17191283292978207,0.1694915254237288,0.1864406779661017,0.09685230024213075,0.1937046004842615,0.12714422566170758,-0.34500518766402405,-0.19308842121119732,0.2140481285572181,-1.0178753524490658,0.23031759294900972
21,Spearow,https://bulbapedia.bulbagarden.net/wiki/Spearow_(Pok%C3%A9mon),40,60,30,70,31,31,262,,,Tiny Bird Pokémon,Normal,Flying,0.3,2.0,1,1,True,2.0,1.0,1.935483870967742,0.967741935483871,2.3333333333333335,1.1666666666666667,1.3333333333333333,1.2903225806451613,False,22.22222222222222,True,2,Speed,Defense,17.212398631993935,161,101,1.5940594059405941,1.4516129032258065,Low,Medium,False,Balanced,0.15267175572519084,0.22900763358778625,0.11450381679389313,0.26717557251908397,0.1183206106870229,0.1183206106870229,-1.162102411814091,-0.6810272869345807,-1.4763484914554077,-0.014962639232395344,-1.2825324993578477,-1.5106005635787225
22,Fearow,https://bulbapedia.bulbagarden.net/wiki/Fearow_(Pok%C3%A9mon),65,90,65,100,61,61,442,,,Beak Pokémon,Normal,Flying,1.2,38.0,1,2,False,1.3846153846153846,1.0,1.4754098360655739,1.0655737704918034,1.5384615384615385,1.1111111111111112,1.0,1.0655737704918034,False,26.38888888888889,True,2,Speed,Special Attack,16.91941685362314,251,191,1.3141361256544504,1.2704918032786885,Mid,Fast,False,Physical Sweeper,0.14705882352941177,0.20361990950226244,0.14705882352941177,0.22624434389140272,0.13800904977375567,0.13800904977375567,-0.2412119564742349,0.2353966201669375,-0.3534959299917236,0.966512079865948,-0.40034200966190797,-0.444732304480111
23,Ekans,https://bulbapedia.bulbagarden.net/wiki/Ekans_(Pok%C3%A9mon),35,60,44,55,40,54,288,,,Snake Pokémon,Poison,,2.0,6.9,1,1,True,1.3636363636363635,0.7407407407407407,1.5,0.8148148148148148,1.25,0.9166666666666666,0.7954545454545454,0.6481481481481481,False,1.725,False,1,Attack,HP,9.777525249264253,155,133,1.1654135338345866,1.1063829787234043,Low,Medium,False,Balanced,0.12152777777777778,0.20833333333333334,0.1527777777777778,0.1909722222222222,0.1388888888888889,0.1875,-1.3462805028820624,-0.6810272869345807,-1.027207466869934,-0.505699998781567,-1.0178753524490658,-0.693434898269787
24,Arbok,https://bulbapedia.bulbagarden.net/wiki/Arbok_(Pok%C3%A9mon),60,95,69,80,65,79,448,,,Cobra Pokémon,Poison,,3.5,65.0,1,2,False,1.3768115942028984,0.8227848101265823,1.4615384615384615,0.8734177215189873,1.1594202898550725,0.8421052631578947,0.8695652173913043,0.759493670886076,False,5.3061224489795915,False,1,Attack,HP,12.65964717781134,240,208,1.1538461538461537,1.1388888888888888,Mid,Medium,False,Balanced,0.13392857142857142,0.21205357142857142,0.15401785714285715,0.17857142857142858,0.14508928571428573,0.17633928571428573,-0.42539004754220616,0.38813393801719054,-0.22516992296730257,0.31219560046705247,-0.28271661103578266,0.194788650979056
25,Pikachu,https://bulbapedia.bulbagarden.net/wiki/Pikachu_(Pok%C3%A9mon),35,55,40,90,50,50,320,,,Mouse Pokémon,Electric,,0.4,6.0,1,2,True,1.375,1.0,1.1,0.8,2.25,1.6363636363636365,0.875,0.7,False,37.49999999999999,False,1,Speed,HP,19.407902170679517,195,125,1.56,0.95,Mid,Medium,False,Physical Sweeper,0.109375,0.171875,0.125,0.28125,0.15625,0.15625,-1.3462805028820624,-0.8337646047848338,-1.155533473894355,0.6393538401665002,-0.7238118558837526,-0.8355506661496019
25,Pikachu,https://bulbapedia.bulbagarden.net/wiki/Pikachu_(Pok%C3%A9mon),45,80,50,120,75,60,430,Partner Pikachu,Partner,Mouse Pokémon,Electric,,0.4,6.0,1,2,True,1.6,1.25,1.0666666666666667,0.8333333333333334,2.4,1.5,0.9,0.75,False,37.49999999999999,False,1,Speed,HP,27.32520204255893,275,155,1.7741935483870968,0.9629629629629629,Mid,Fast,True,Physical Sweeper,0.10465116279069768,0.18604651162790697,0.11627906976744186,0.27906976744186046,0.1744186046511628,0.13953488372093023,-0.9779243207461199,-0.07007801553356859,-0.8347184563333024,1.6208285592648437,0.011346885529530644,-0.4802612464500647
26,Raichu,https://bulbapedia.bulbagarden.net/wiki/Raichu_(Pok%C3%A9mon),60,90,55,110,90,80,485,,,Mouse Pokémon,Electric,,0.8,30.0,1,3,False,1.6363636363636365,1.125,1.0,0.6875,2.0,1.2222222222222223,1.0909090909090908,0.75,False,46.87499999999999,False,1,Speed,Defense,20.59530690877576,290,195,1.4871794871794872,0.8529411764705882,High,Fast,False,Special Sweeper,0.12371134020618557,0.18556701030927836,0.1134020618556701,0.2268041237113402,0.18556701030927836,0.16494845360824742,-0.42539004754220616,0.2353966201669375,-0.6743109475527762,1.2936703195653958,0.4524421303775006,0.23031759294900972
26,Raichu,https://bulbapedia.bulbagarden.net/wiki/Raichu_(Pok%C3%A9mon),60,85,50,110,95,85,485,Alolan Raichu,Regional,Mouse Pokémon,Electric,Psychic,0.7,21.0,1,3,False,1.7,1.1176470588235294,0.8947368421052632,0.5882352941176471,2.2,1.2941176470588236,1.2,0.7058823529411765,False,42.85714285714286,True,2,Speed,Defense,22.22985979862821,290,195,1.4871794871794872,0.75,High,Fast,True,Special Sweeper,0.12371134020618557,0.17525773195876287,0.10309278350515463,0.2268041237113402,0.1958762886597938,0.17525773195876287,-0.42539004754220616,0.08265930231668445,-0.8347184563333024,1.2936703195653958,0.5994738786601572,0.4079623027987783
27,Sandshrew,https://bulbapedia.bulbagarden.net/wiki/Sandshrew_(Pok%C3%A9mon),50,75,85,40,20,30,300,,,Mouse Pokémon,Ground,,0.6,12.0,1,1,True,0.8823529411764706,0.6666666666666666,3.75,2.8333333333333335,0.47058823529411764,0.5333333333333333,0.5882352941176471,1.6666666666666667,False,33.333333333333336,False,1,Defense,Special Attack,25.495097567963924,135,165,0.8181818181818182,3.2,Mid,Slow,False,Tank,0.16666666666666666,0.25,0.2833333333333333,0.13333333333333333,0.06666666666666667,0.1,-0.7937462296781487,-0.22281533338382162,0.28813410513038157,-0.9964373583307388,-1.6060023455796926,-1.5461295055486763
27,Sandshrew,https://bulbapedia.bulbagarden.net/wiki/Sandshrew_(Pok%C3%A9mon),50,75,90,40,10,35,300,Alolan Sandshrew,Regional,Mouse Pokémon,Ice,Steel,0.7,40.0,1,1,True,0.8333333333333334,0.2857142857142857,7.5,2.5714285714285716,0.4444444444444444,0.5333333333333333,0.5555555555555556,1.4285714285714286,False,81.6326530612245,True,2,Defense,Special Attack,28.809720581775867,125,175,0.7142857142857143,3.6666666666666665,Mid,Slow,True,Physical Wall,0.16666666666666666,0.25,0.3,0.13333333333333333,0.03333333333333333,0.11666666666666667,-0.7937462296781487,-0.22281533338382162,0.44854161391090785,-0.9964373583307388,-1.9000658421450058,-1.3684847956989077
28,Sandslash,https://bulbapedia.bulbagarden.net/wiki/Sandslash_(Pok%C3%A9mon),75,100,110,65,45,55,450,,,Mouse Pokémon,Ground,,1.0,29.5,1,2,False,0.9090909090909091,0.8181818181818182,2.2222222222222223,2.0,0.5909090909090909,0.65,0.6818181818181818,1.3636363636363635,False,29.5,False,1,Defense,Special Attack,25.495097567963924,210,240,0.875,2.1,High,Medium,False,Tank,0.16666666666666666,0.2222222222222222,0.24444444444444444,0.14444444444444443,0.1,0.12222222222222222,0.12714422566170758,0.5408712558674436,1.090171649033013,-0.17854175908211925,-0.8708436041664093,-0.6579059562998333
28,Sandslash,https://bulbapedia.bulbagarden.net/wiki/Sandslash_(Pok%C3%A9mon),75,100,120,65,25,65,450,Alolan Sandslash,Regional,Mouse Pokémon,Ice,Steel,1.2,55.0,1,2,False,0.8333333333333334,0.38461538461538464,4.0,1.8461538461538463,0.5416666666666666,0.65,0.625,1.1538461538461537,False,38.19444444444444,True,2,Defense,Special Attack,32.71085446759225,190,260,0.7307692307692307,2.4444444444444446,High,Medium,True,Physical Wall,0.16666666666666666,0.2222222222222222,0.26666666666666666,0.14444444444444443,0.05555555555555555,0.14444444444444443,0.12714422566170758,0.5408712558674436,1.4109866665940656,-0.17854175908211925,-1.458970597297036,-0.3026165366002961
